Pantun,Pemantun,Himpunan,Tema,Jenis,Markah
"Palu-palu di atas gosong,
tepi karang tak jenuh-jenuh;
Jikalau dulu masih kosong,
tapi sekarang sudah penuh.",CG Karmin Abbas,Penggemar Pantun,Konvokesyen,Pantun 4 Kerat,25
"Hewan mana pemakan benalu,
makan kelapa berkati-kati;
Wahai korona cepat berlalu,
Saya nak jumpa kekasih hati.",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,25
"Relungan paku kacang belimbing,
Sendok tempurung lenggang-lenggangkan;
Anak pangku kemanakan bimbing,
orang sekampung dipertimbangkan.",Dr. Umar Zein,Pantun Minangkabau/Klinik Pantun,Budaya,Adat,25
"Pulau Pandan jauh ke tengah,
Gunung Daik bercabang tiga;
Hancur badan dikandung tanah,
budi baik dikenang juga.",Hamba Allah,Penggemar Pantun,Budi,Pantun Warisan 4 Kerat,25
"Kalau sumur dipenuhi sisa, 
angkat pilah semua terpupus;
Kalau umur dipenuhi dosa,
taubat jualah jadi penghapus.",Dr. Umar Zein,Klinik Pantun Nusantara,Agama,Nasihat,25
"Burung undan riang berbunyi,
terbang selisih cari makan;
Kata hikmah dan ilmu tak sunyi,
terima kasih kami ucapkan.",Nur Diyanah,Penggemar Pantun,Penghargaan,Penghargaan,25
"Tinggi terbang si burung serindit, 
hinggap sebentar di dahan tinggi;
Datangku sayang cinta pun terbit,
sehidup semati sama berjanji.",MOHD AB MALEK BIN MD SHAH,Penggemar Pantun,KASIH SAYANG,,22
"Bagaikan pamur pada keris,
bagaikan tempa pada besi;
Sepanjang umur kenangan manis,
sudah berjumpa rindu terisi.",CG Karmin Abbas,Pantun CG Karmin Abbas,Rindu,Pantun 4 Kerat,24
"Dari ulat menjadi songket,
berudu sampai menjadi katak;
Apa akibat hati yang sakit?
terus berderai ukhwah yang retak?",CG Karmin,Pantun CG Karmin Abbas,Ukhwah,4 Kerat,25
"Dari ulat menjadi songket,
songket latar lebar dibentang;
Ada obat hati yang sakit
ambil gitar bawa berdendang",Umar Zein,Pantun Umar Zein,Sakit Hati,4 kerat,22
"Sayang serindit di dahan jati,
hinggap bersama burung belatuk;
Budi sedikit tetap ingati,
contoh berguna tidak terkutuk.",,Penggemar Pantun,,,23
"Kalau nak tahu luasnya teluk,
tanyalah pada seekor keong;
Kalau nak tahu hangatnya peluk
mintalah pada ibu di anjung.",CG Karmin Abbas,Pantun CG Karmin Abbas,Kasih sayang,Pujukan,23
"Dangau gosong di bulan Rejab,
Kampong Sagil tempat bermukim;
Kami kosong  tuanlah kitab,
kami jahil tuanlah alim.",CG Karmin Abbas,CG Karmin Abbas,Rendah diri,Memuji,23
"Berpeti sarat daun selasih,
didagang cekap orang kuala;
Usahlah berat berterima kasih,
sekali ucap peroleh pahala;",Hazimah Husna Binti Shabudin,Penggemar Pantun,Adab,Pantun warisan,25
"Subur kedangsa teduhi dahlia,
di pinggiran titi di Taman Sari,
budi bahasa amalan mulia,
mendidik pekerti hiasan diri.",Syahirah Binti Sabri,Penggemar Pantun,Budi Bahasa,Pantun Warisan,25
"jalan - jalan arah semambang,
jangan lupa singgah ke hulu;
kalau berkenan sama abang,
ayo kita jumpa penghulu.
",Rohani ,Klinik Pantun,Cinta,Gurau,23
"Pisang emas bawa belayar,
masak sebiji di atas peti;
Hutang emas boleh dibayar,
hutang budi dibawa mati.",Hamba Allah,Pujangga Silam,Adab,Pantun Warisan,25
"Di tasik toman kunyit di darat, 
tepi jerumun di gemal-gemal;
Tingkatkan iman dapat akhirat, 
tingkatkan imun larat beramal.",CG Karmin Abbas,Ramadhan,"Kesihatan, perubatan","Warisan, budaya",25
"Awas awas kalau bercukur
Salah cukur kepala botak 
Awas awas kalau menegur 
Salah menegur kena bentak ",Mhd Chair bas budianto ,"Program Balai Pantun & Klinik Pantun, Mac 2021",Nasehat ,Pantun Nasehat ,22
"Mergassatwa janganlah digera,
jika digera menyerang tentu;
Mahasiswa SeAsia Tenggara,
ayuhlah mara sehingga bersatu.",CG Karmin Abbas,Pantun CG Karmin Abbas,Bersatu,Motivasi,25
"Di atas bata tumbuhlah pandan,
akar yang pokah bawa ke hulu;
Bersama kita sambut Ramadhan,
moga berkah bahagia selalu.",,Penggemar Pantun,,,23
"Ranum nangka di tanah rata,
urai mayang bagai cemeti;
Kalau suka letak di mata,
kalau sayang letak di hati.",CG Karmin Abbas,Pantun CG Karmin Abbas,Sayang,Cinta,25
"Seindah-indah kota ditata,
ada sahaja penebar sampah;
Seindah-indah kata ditata,
ada sahaja penebar sumpah.",Raudah Jambak,Klinik Pantun Nusantara,Budi Pekerti,Sopan Santun,25
"Tergantung kaca di tepi sarban,
ukiran luar ayat Bismillah;
Doa dibaca di Nisfu Syaaban,
berharap biar dilindungi Allah.",CG Karmin Abbas,Pantun CG Karmin,Nisfu Syaaban,Agama,25
"Di pulau tioman tidak lama,
menjadi-jadi tengkujuh nanti;
Tungguku teman bukannya lama,
siap kemudi kudatang nanti.",CG Karmin Abbas,Pantun CG Karmin,"Tunggu, nanti, penantian","sabar, ",25
"Burung pipit makan jerami,
bulu indah tak tampak riuh;
Kini covid jadi pandemi,
Rindu sudah berjalan jauh.",Hanny Marliana,Klinik Pantun Nusantara,Pandemi,Covid-19,24
"Buah kana di atas peti,
payah kami menaruh lada;
Berita zona silih berganti,
Seakan pandemi tanpa jeda.",Hanny Marliana,Klinik Pantun Nusantara,Pandemi,Covid-19,25
"Jika hendak menata kota,
kota ditata tanpa sampah;
Jika hendak menata kata,
kata ditata tanpa sumpah.",Raudah Jambak,Klinik Pantun Nusantara,Budi Pekerti,Sopan Santun,25
"Kalau hendak menyimpan jeruk,
cukup simpan di dalam peti;
Kalau hendak menyimpan buruk,
cukup simpan di dalam hati.",Raudah Jambak,Klinik Pantun Nusantara,Budi Pekerti,Nasihat,25
"Pohon lada tumbuh sekitar,
karat besi karena rawa;
Tanyakan pada yang lebih pintar,
atau diskusi sesama siswa.",Dr. Umar Zein,Klinik Pantun Nusantara,Pendidikan,Tunjuk Ajar,25
"Kulit rukam pahit rasanya,
pohon lada tumbuh sekitar;
Kalau tak tahu boleh tanya,
tanya pada yang lebih pintar.",Dr. Umar Zein ,Klinik Pantun Nusantara,Pendidikan ,Tunjuk Ajar,24
"Lebih tegas kulit kemiri,
kulit rukam pahit rasanya;
Kerjakan tugas yang diberi,
kalau tak paham boleh tanya.",Dr. Umar Zein,Klinik Pantun Nusantara,Pendidikan,Tunjuk Ajar,24
"Buah pala keras kulitnya,
lebih tegas kulit kemiri;
Turut segala bimbingannya.
kerjakan tugas yang diberi.",Dr. Umar Zein,Klinik Pantun Nusantara,Pendidikan,Tunjuk Ajar,25
"Nampak kemumu lapis empat,
buah pala keras kulitnya
Agar ilmu cepat didapat;
turut segala bimbingannya.",Dr. Umar Zein,Klinik Pantun Nusantara,Pendidikan,Tunjuk Ajar,25
"Daun lipat pangkal sisinya,
nampak kemumu lapis empat;
Guru tempat kita bertanya,
agar ilmu cepat didapat.",Dr. Umar Zein,Klinik Pantun Nusantara,Pendidikan,Tunjuk Ajar,25
"Dipahat-pahat batang bambu,
daun lipat pangkal sisinya;
Dengar nasehat ayah ibu,
guru tempat kita bertanya.",Dr. Umar Zein,Klinik Pantun Nusantara,Pendidikan,Tunjuk Ajar,25
"Lelah kami menabur padi 
Nenas juga ditanam orang
Lelah kami menabur budi
Emas juga dipandang orang ",,"Program Balai Pantun & Klinik Pantun, Mac 2021",Nasehat ,Pantun budi ,25
"Letak cerana sebagai tanda,
genap antara orang bersila.
Itulah makna lepasnya jeda.
cantik acara pantun pemula.",CG Karmin Abbas,CG Karmin Abbas,"Adab, Sopan","Istiadat, Majlis",25
"Dalam pasu tumbuhnya pandan,
buka tingkap harum aroma;
jika lesu rasanya badan,
gunakan app fikirkan tema.",,,,,25
"Sungguhlah cantik Janda Berhias,
kelok kerawang pandang tak jemu;
Tinggi  estetik lisan berkias,
dapatlah orang menimba ilmu.",CG Karmin Abbas,Pantun Warisan,Ilmu,Pantun Warisan,25
"
Dari Jawa ke Bengkahulu,
membeli keris di Inderagiri;
Kawan ketawa ramai selalu,
kawan menangis seorang diri.
 ",Mhd Chair bas budianto ,"Program Balai Pantun & Klinik Pantun, Mac 2021",Patah hati ,Pantun Patah hati ,23
"Ayam rintik di pinggir hutan,
nampak dari tepi telaga;
Nama  yang baik jadi ingatan,
seribu tahun terkenang juga.",Mhd Chair bas budianto ,"Program Balai Pantun & Klinik Pantun, Mac 2021",Pantun Budi ,Pantun Budi ,24
"Kalau hendak membeli cermin,
belilah cermin tembus cahaya;
Kalau awak menjadi pemimpin,
jadilah pemimpin lurus bicara",,,Pemimpin Masyarakat,Jujur,17
"Bukan mudah memasang jerat,
salah pasang orang yang kena,
Bukan mudah memegang adat,
salah pegang orang menghina.",Hamba Allah,,Adat,Pantun warisan,24
"Apa guna pergi ke ladang,
   bila padi tidak bertuai;
Apa guna menanti abang,
   bila adik tidak sesuai.",Hamba Allah,Pantun Warisan,Perhubungan,Perasaan,24
"Bagaikan sejuta kunang-kunang,
ramaikan malam purnama raya;
Belaian cinta berbanang-banang,
damaikan alam atma digdaya.",,,,,25
"Kumbang jati di pohon sena,
nampak kecil kuat menyengat;
Walau hati sedang gulana,
namun kita kuat semangat.",Aulia nur zannah (Diedit),"Program Balai Pantun & Klinik Pantun, Mac 2021",Semangat,Pantun nasehat,25
"Ondak kalaut angin pun koncang,
pogi barat ditokan tunggaro;
Wahai corona cepatlah hilang,
tak sabar nak jumpa kawan lamo.",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021","Pandemi, Korona","Perasaan, emosi",21
"Merbuk berkukur cuaca redup,
ada di kaki Bukit Serosa;
Sering bersyukur tempuhi hidup,
apa rezeki cukup dirasa.",CG Karmin Abbas ,Facebook,Syukur,Nasihat,25
"Anak Dara sepasang berdandan,
sambil berdendang perelok diri;
Hati nan lara liatkan badan,
ambil selendang kita menari.",Mhd Chair bas budianto ,"Program Balai Pantun & Klinik Pantun, Mac 2021",Nasehat ,Pantun nasehat ,25
"Buah duku di tepi laman,
kupas lima disiat siat;
Jika mengaku orang beriman,
bersama-sama elak maksiat.",Aulia nur zannah,"Program Balai Pantun & Klinik Pantun, Mac 2021",Beriman,Pantun nasehat,25
"Pokok beluntas di tepi jalan
Dahan yang rebah jangan dilangkah
Tangan di atas buat amalan
Rizki bertambah bertabur berkah


",Laila,Penggemar Pantun,Nasihat,Agama,25
"Makan korang bersambal nenas,
bubur podas dibuat takjil;
Arahan terang  sungguh bernas,
tambah cerdas dapatkan sijil.
","SMA Negeri 1, Barus, Sumatera",Pandai Karang Pantun,Menuntut Ilmu,Sanjungan,25
"Tidak berhenti hujan turun,
cuaca redup makin lebat;
Cetus hati dosa berkurun,
dalam hidup banyakkan taubat.",Roslan Madun,Klinik Pantun,Taubat,Agama,25
"Bungkuslah di katun buah jelutong, 
asam berserat tiada bijinya;
Gemar berpantun pasti beruntong, 
biar bersarat ragam ilmunya. 
",Prof.  Tengku Silvana Sinar,,Ilmu,"Motivasi, Pendidikan",25
"di sana gunung di sini gunung
nampak berbalam si pohon jati
di sana menung di sini menung
hendak bersalam tak sampai hati",Roslan Madun,Penggemar Pantun,Persahabatan,"Budaya, Sopan-santun",25
"Kepodang emas paruh suasa, 
Sebanyak lima terbang melayang;
dulu lemas tidak biasa,
Lama-lama berasa sayang. ",CG Karmin Abbas ,Burung dan Unggas,Sayang. Cinta,"Haiwan, unggas",25
"Tebang-tebang si batang kayu,
asal kayu sepohon zaitun;
Makin kembang resam Melayu,
tidak layu berbalas pantun .",Sriyana,"Program Balai Pantun & Klinik Pantun, Mac 2021",Adat budaya,Warisan Budaye,25
"Anak udang udang lah juga,
takkan  jadi anak tenggiri;
Anak orang terpisah juga,
takkan jadi  anak sendiri.",Mhd Chair bas budianto (Diedit),"Program Balai Pantun & Klinik Pantun, Mac 2021",Jenaka ,Jenaka ,24
"Elok rupa si bunga raya,
harum puspa di Kota Mekkah;
Elok tempa menjadi kaya,
tidak lupa banyak sedekah.",Nurul Annisa (Diedit),"Program Balai Pantun & Klinik Pantun, Mac 2021",Teringin Kaya,Pantun Agama,25
"Tiada kata mematah parang,
tiada sampai dapat digalah;
Baik mata di rantau orang, 
jangan sampai berbuat salah.",Juliano Adjie Mansiz,"Program Balai Pantun & Klinik Pantun, Mac 2021",Menjaga Sikap,Nasihat,25
"Mari bersama menarek pukat,
tali di sampan kita tambatkan;
Elok sesama kita berpakat,
dendam tersimpan elok lupakan.",Samsul Arifin,"Program Balai Pantun & Klinik Pantun, Mac 2021",Budi,Nasehat,25
"Berjulat-julat pancaran kilat,
di situ juga hujan bersemi;
Di dalam solat  bergerak silat,
di situ juga  silaturrahmi.",CG Karmin Abbas,Pantun Silat,"Silat, Silaturrahmi","Muhibbah, Persaudaraan",25
"Dikerat-kerat batang tebu,
daun lipat pangkal sisinya;
Dengar nasehat ayah ibu,
guru tempat kita bertanya.",Dr. Umar Zein,Pantun Pendidikan,Tunjuk Ajar,Nasehat,24
"Buah keladi besar bentuknya
Membuat kita sangat bersemangat
Buang sampah pada tempatnya
Agar kita semua menjadi sehat",Aulia nur zannah,"Program Balai Pantun & Klinik Pantun, Mac 2021",Sampah,Pantun nasehat,19
"Mari berjalan kekota medan
Singgah sebentar di sembawa
Mari beriman juga Budiman
Itulah agar masuk ke surga ",Mhd Chair bas budianto ,"Program Balai Pantun & Klinik Pantun, Mac 2021", nasehat,Pantun nasehat ,18
"Memotong kayu dibelanga 
Kayu disusun dibuat suluh
Pantang melayu menderhaka
Hamba susun jari sepuluh ",Mhd Chair bas budianto ,"Program Balai Pantun & Klinik Pantun, Mac 2021",Penghormatan ,Penghormatan ,22
"Kalau tinggi tinggi selasih
Walau tinggi berdaun jangan
Kalau pergi pergilah kasih
Walau pergi bertahun jangan",Agus kurniawan,"Program Balai Pantun & Klinik Pantun, Mac 2021",Percintaan,Percintaan,25
"Jalan jalan ke tanjung balai
Singgah sebentar di pulau beswesen
Kalau kalian ingin pandai
Kalian harus taat dan patuh sama dosen",,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,15
"Jalan"" ke gunting saga
Jangan lupa makan gule lomak
Copatlah pogi korona
Biar bebas ondak bagorak",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,13
"Sepohon kayu daunnya rimbun
Lebat buahnya serta bunganya
Walaupun hidup seribu tahun
Kalo kena corona tak ada gunanya",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,16
"Bala bukan sembarang bala
Bala datang sampai sini
Karna engkau wahai corona
Mahasiswa malas mandi",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,14
"Jalan"" ke kota tebing
Singgah sebentar beli kalkulator
Bukan korona yg buat pening
Tapi bayar cicilan motor",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,15
"Anak lajang anak gadis
Biasanya ramah ramah
Terima kasih para medis
Teruntuk kita,stay dirumah",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,17
"Tanjung katung airnya biru
Tanjung balai si kota kerang
Karena corona hatiku pilu
Tak bisa jumpa dengan si abang",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,18
"Virus korona semakin ganas
Tak bisa dipukul pakai tong
Izin dari rumah ngerjain tugas
Sampe diluar ikutan nongkrong",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,17
"Banyak keringat banyak daki
Banyak daki,pakaila lulur
Kuda apa yg tak berkaki
Ya jelas kuda catur",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,15
"Beli mangga 
Beli pula ketimun
Ada corona
Tiap hari melamun",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,12
"Persegi panjang punya luas
Hasil panjang dikali lebar
Walau tidak di dalam kelas
Masih tetap bisa belajar",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,19
"Pegi ke pasar membeli ketan
Kantung tercampak sia-sia
Mari kita jaga kesehatan
Karena corona tak kenal usia",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,15
"Hujan deras membuat basah
Sampai"" bisa sakit
Gara"" covid tak kuliah
Tugas menumpuk otakpun rumit",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,12
"Sungguh elok berbatang lebar
Tidak nampak basah kuyupnya
Sungguh elok orang penyabar
Tidak nampak susah hidupnya",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,25
"Banyak banyak membuat termal 
Jermal di buat di air dangkal 
Banyak banyak berbuat amal
Amal di buat menjadi bekal",Agung Prabowo,"Program Balai Pantun & Klinik Pantun, Mac 2021",Agama,Nasuhat,23
"Mana galah digalahkan juga
Kalau layar dilayarkan pula
Mana salah disalahkan juga
Kalau benar dibenarkan pula",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,24
"Banyak-banyak membuat termal
Jermal dibuat di air dangkal
Banyak-banyak berbuat amal
Amal dibuat menjadi bekal",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,23
"hari demi hari berlalu melintas 

dengan keringat yang telah 

ditebang tapi hati tak selalu terbungkus
dengan keadaan yang terus mendalam",zuranda ,"Program Balai Pantun & Klinik Pantun, Mac 2021",hati,,13
"Sungguh elok berdaun lebat
Tidak nampak busuk buahnya
Sungguh elok anak pejabat
Tidak nampak sedih hidupnya",,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,25
"Tidak berguna memasak rebung
Rebung berasal dari pohon bambu
Tidak berguna rajin menabung
Bila sedekah saja tak mau",Nurul Annisa,"Program Balai Pantun & Klinik Pantun, Mac 2021",Sedekah,Pantun Agama,20
"Jeruji bukan sembarang jeruji

Jeruji di ambil dalam jembangan

Jika sudah kita berjanji

Tolong ingat dilupa jangan",Juliano A Mansiz,"Program Balai Pantun & Klinik Pantun, Mac 2021",Janji,Peringatan,23
"Batang sirih menjalar di kayu,
kayu di jalar dengan teratur;
Sekapur sirih adat resam melayu,
budaya bangsa warisan leluhur.",Widyya Utari,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,21
"Huru hara dijalan Turi 
Raisya menari dilantai empat
Harta benda dapatlah dicari
Rasa bahagia susah didapat",Muslina Mangunsong,"Program Balai Pantun & Klinik Pantun, Mac 2021",Budi,Nasihat,22
"Huru hara dijalan Turi
Raisya juri ajang pencarian bakat 
Harta benda dapatlah dicari
Rasa bahagia susah didapat",Muslina Mangunsong,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,20
"Dari siang mendapat malam
Menghalau gelap menanti pagi
Mari tuan kita berjabat salam
Semoga janji tak berobah lagi

",Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Bersalaman,Pantun Nasehat,18
"Rentak gendang gendang melayu
Mendengar sambil menggambar batik
Jangan lah tengok rupa nan ayu
Pandanglah pada hati yang baik
",Muslina Mangunsong,"Program Balai Pantun & Klinik Pantun, Mac 2021",Pantun budi,Pantun nasihat,20
"Burung nuri terbanglah tinggi
Singgah sebentar di pohon pinang
Tidaklah hati sedih kembali
Kekasih hati datang meminang",Widyya Utari,"Program Balai Pantun & Klinik Pantun, Mac 2021",senang hati hendak di pinang,Pantun Muda Mudi,20
"Legit lah legit sih pulut ketan
Dimasak dengan santan dan gula
Kalaulah hendak bahagia dalam kehidupan
Haruslah dengar nasihat orang tua",Widyya Utari,"Program Balai Pantun & Klinik Pantun, Mac 2021",Berkah nasihat orang tua,Pantun Nasihat,13
"Bulan purnama mengukir taji
Anak raja mandi berkisar
Siapa dia ingkar janji 
Akan didakwa di padang masyar
",Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Ingkar janji,Pantun Nasehat,19
"Anak cina bertimang madat
Bertimang madat sampai ke Deli
Hidup di dunia elok beradat
Budi bahasa tidak boleh dijual beli
",Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Budi Bahasa,Pantun Nasehat,17
"Bunga mawar bunga melati
Kala dicium harum baunya
Banyak cara sembuhkan hati
Baca Quran paham maknanya 
",Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Baca Al-Qur'an,Pantun Nasehat,18
"Sungguh elok berdaun lebat
Tidak nampak busuk buahnya
Sungguh elok anak pejabat
Tidak nampak sedih hidupnya",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",,,25
"Malam hari kepantai rupat
Membawa suluh mencari ikan
Kalam ilahi membawa berkat
Akan kita jadikan suri tauladan 
",Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Kalam Illahi,Pantun Nasehat,17
"Wahai ananda intan di tanah
Pantun melayu jangan dibuang
Di dalamnya banyak amanah 
Untuk bekalmu di masa datang













",Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Amanah,Pantun Nasehat,19
"Tanjung katung airnya biru
Tanjung balai si kota kerang
Karena corona hatiku pilu
Tak bisa jumpa dengan si abang",Vedri Osa Madewa,"Program Balai Pantun & Klinik Pantun, Mac 2021",Corona,,18
"Kalau kita tidak bersuluh
Jangan takut bulan bersinar
Kalau kita tidak bermusuh
Jangan takut berkata benar",Agus kurniawan,"Program Balai Pantun & Klinik Pantun, Mac 2021",Jangan takut ,Pantun nasehat,23
"Tak ada nangka yang tidak bergetah
Kecuali birah dengan keladi
Tak ada manusia yang berbuat salah
Kecuali Rasullullah penghulu nabi
",Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Manusia yang berbuat salah,Pantun Nasehat,18
"Kalau bersampan gunakanlah galah
Supaya cepat  tiba ke pantai
Kalau sudah ketentuan Allah
Niat terkabul hajat pun sampai
",Samsul Bahri,"Program Balai Pantun & Klinik Pantun, Mac 2021",Ketentuan Allah,Pantun Nasehat,20
